,Bell No,Actual Time,Confidence
296,7,131820.0,1.0
297,5,132020.0,1.0
298,1,132320.0,0.9878293348290759
299,3,132670.0,0.9908930428780721
300,8,132970.0,0.8491017988433646
301,2,133100.0,0.9562106728607936
302,6,133470.0,1.0
303,4,133660.0,0.9928414294515608
304,5,134230.0,0.9924314733458311
305,7,134370.0,0.9542869123346536
306,3,134640.0,0.9391576777374205
307,1,134910.0,0.9219735795607372
308,2,135100.0,0.9451016515118279
309,8,135500.0,0.8978388653794696
310,4,135810.0,0.9553095173704393
311,6,136000.0,0.9853673844879611
312,5,136380.0,1.0
313,3,136650.0,1.0
314,7,136980.0,0.9146606351695303
315,1,137070.0,0.8972965912476791
316,8,137250.0,0.9195670794002628
317,2,137560.0,0.991065824487473
318,6,137880.0,0.8575162475771324
319,4,138120.0,0.9908865143950768
320,3,138530.0,0.9519989449739314
321,5,139020.0,1.0
322,1,139200.0,1.0
323,7,139470.0,0.9534205193805708
324,2,139610.0,0.7967115834680196
325,8,139900.0,1.0
326,4,140170.0,1.0
327,6,140410.0,0.9891278928308144
328,3,140750.0,1.0
329,1,141020.0,1.0
330,5,141290.0,0.9893551700789195
331,2,141370.0,0.8200968715123297
332,7,141830.0,1.0
333,4,142080.0,1.0
334,8,142270.0,0.9709935841744816
335,6,142560.0,1.0
336,1,143090.0,0.7543645889324241
337,3,143410.0,1.0
338,2,143600.0,0.9592379724112767
339,5,143780.0,0.9743130007528396
340,4,144140.0,1.0
341,7,144450.0,0.9736776977507103
342,6,144690.0,0.9533481885566717
343,8,144900.0,0.9157438911124358
344,1,145140.0,0.833829699023967
345,3,145480.0,1.0
346,5,145730.0,1.0
347,2,145930.0,0.9778964703487266
348,7,146270.0,0.9714160865364678
349,4,146520.0,0.9895574158130752
350,8,146760.0,0.9933935658106136
351,6,147050.0,1.0
352,3,147530.0,1.0
353,1,147810.0,0.5724947434247327
354,2,147950.0,0.6512543988209882
355,5,148320.0,1.0
356,4,148600.0,1.0
357,7,148890.0,1.0
358,6,149220.0,1.0
359,8,149460.0,0.9646237386186087
360,3,149730.0,1.0
361,2,149810.0,0.7439061782266511
362,1,150220.0,0.7891566556077166
363,4,150450.0,1.0
364,5,150740.0,1.0
365,6,150990.0,1.0
366,7,151260.0,0.9917265877632898
367,8,151630.0,0.986102712326326
368,2,151970.0,0.9923401859781763
369,3,152390.0,1.0
370,4,152550.0,0.9244374249247963
371,1,152750.0,0.9937404892100868
372,6,153090.0,1.0
373,5,153310.0,1.0
374,8,153640.0,1.0
375,7,153780.0,0.8312740619189439
376,2,154130.0,0.950313269577263
377,4,154360.0,0.9692811906332923
378,3,154880.0,0.9948948195093159
379,1,155000.0,1.0
380,5,155250.0,1.0
381,6,155480.0,0.8850095872250567
382,7,155720.0,1.0
383,8,156040.0,0.9563808226996644
384,4,156540.0,1.0
385,2,156760.0,0.9665017676439449
386,1,157010.0,0.9790686854824098
387,3,157570.0,1.0
388,6,157710.0,1.0
389,5,157920.0,0.9829501553735717
390,8,158190.0,0.7061154209931442
391,7,158330.0,0.9212503030499766
392,4,158740.0,1.0
393,1,158980.0,1.0
394,2,159100.0,1.0
395,6,159380.0,1.0
396,3,159790.0,0.9637656526324478
397,8,159950.0,1.0
398,5,160240.0,1.0
399,7,160470.0,0.9929749967922297
400,1,160900.0,0.9745475001697292
401,4,161250.0,1.0
402,6,161500.0,1.0
403,2,161760.0,0.9760333541004979
404,8,162010.0,1.0
405,3,162340.0,0.9941321609959443
406,7,162540.0,0.9630001673342599
407,5,162760.0,1.0
408,1,163120.0,0.9917840889502499
409,4,163310.0,0.9942261506126612
410,2,163770.0,1.0
411,6,163950.0,0.9643410584181102
412,8,164410.0,0.9836935982132496
413,3,164510.0,1.0
414,5,164640.0,1.0
415,7,164950.0,0.9794199887726208
416,4,165520.0,1.0
417,1,165730.0,0.9275631880462896
418,2,166070.0,0.14967708424376613
419,6,166070.0,0.9160605707271758
420,3,166420.0,0.9760527611170414
421,8,166560.0,1.0
422,7,167010.0,0.9908081006142174
423,5,167280.0,1.0
424,4,167630.0,1.0
425,6,167930.0,1.0
426,1,168080.0,1.0
427,2,168430.0,0.7679964570657796
428,8,168460.0,0.9796026161859809
429,7,168910.0,0.9582914517575527
430,3,168960.0,1.0
431,5,169460.0,1.0
432,6,170000.0,0.9670172741389219
433,4,170260.0,1.0
434,8,170450.0,1.0
435,1,170600.0,0.7499182802282862
436,7,171060.0,0.9878787566136911
437,3,171290.0,0.8639300230103485
438,2,171380.0,0.9610458560271771
439,5,171380.0,1.0
440,6,171980.0,1.0
441,8,172340.0,0.8343625234582636
442,4,172550.0,1.0
443,1,172810.0,0.9752985987511656
444,2,172980.0,0.9743091422802285
445,7,173480.0,1.0
446,3,173740.0,1.0
447,5,173880.0,0.9641748159331599
448,8,174410.0,0.9495022864136702
449,6,174690.0,1.0
